SMILES,Rewards,Imp,MW
0:CC(C(=O)[CH][C@H]1CC(c2ccc(Br)cc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.418, 0.46372800602558983, 0.5333443127684774]",[0.284      0.09094245 0.36331221],0
CC(C(=O)[CH][C@H]1CC(c2ccc(Br)cc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.418, 0.46372800602558983, 0.5333443127684774]",[0.284      0.09094245 0.36331221],511.3710000000002
CC(C(=O)[CH][C@H]1CC(N[C@@H]2[CH]CS(=O)(=O)C2)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.418, 0.46179384280870134, 0.5929966196636427]",[0.284      0.08900829 0.42296452],530.6220000000003
0:CC(C(=O)[CH][C@H]1CC(N[C@@H]2[CH]CS(=O)(=O)C2)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.418, 0.46179384280870134, 0.5929966196636427]",[0.284      0.08900829 0.42296452],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(N=C([NH+])c2ccccc2)C=C1)c1cccnc1O,"[0.418, 0.33938435502793834, 0.5168367140094489]",[ 0.284      -0.0334012   0.34680462],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(N=C([NH+])c2ccccc2)C=C1)c1cccnc1O,"[0.418, 0.33938435502793834, 0.5168367140094489]",[ 0.284      -0.0334012   0.34680462],503.57800000000015
C=C(NC=O)Nc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.418, 0.3182737980133688, 0.5555597144196678]",[ 0.284      -0.05451176  0.38552762],482.5360000000003
0:C=C(NC=O)Nc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.418, 0.3182737980133688, 0.5555597144196678]",[ 0.284      -0.05451176  0.38552762],0
CC/C=C(\C)NNOC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.418, 0.2958723161448949, 0.5012796137296384]",[ 0.284      -0.07691324  0.33124752],482.6050000000003
0:CC/C=C(\C)NNOC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.418, 0.2958723161448949, 0.5012796137296384]",[ 0.284      -0.07691324  0.33124752],0
CC[C@H](Cc1ccccc1)NC([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C(C)c1cccnc1O,"[0.418, 0.2843415290274377, 0.5519936211751507]",[ 0.284      -0.08844403  0.38196152],531.6960000000003
0:CC[C@H](Cc1ccccc1)NC([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C(C)c1cccnc1O,"[0.418, 0.2843415290274377, 0.5519936211751507]",[ 0.284      -0.08844403  0.38196152],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1ccc(C[C@@H](O)c2cc(Cl)ccc2Cl)nc1O,"[0.418, 0.2764479516575162, 0.5342707868685559]",[ 0.284      -0.0963376   0.36423869],587.4990000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1ccc(C[C@@H](O)c2cc(Cl)ccc2Cl)nc1O,"[0.418, 0.2764479516575162, 0.5342707868685559]",[ 0.284      -0.0963376   0.36423869],0
0:[CH]Cc1nc(C)ccc1ONc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.418, 0.26927467359572593, 0.5559713292604634]",[ 0.284      -0.10351088  0.38593923],0
[CH]Cc1nc(C)ccc1ONc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.418, 0.26927467359572593, 0.5559713292604634]",[ 0.284      -0.10351088  0.38593923],528.6330000000003
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C1(F)c1cccc(Cl)c1)c1cccnc1O,"[0.417, 0.6598144463694677, 0.5057861405196953]",[0.283      0.28702889 0.33575404],470.9520000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C1(F)c1cccc(Cl)c1)c1cccnc1O,"[0.417, 0.6598144463694677, 0.5057861405196953]",[0.283      0.28702889 0.33575404],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1C(=O)N1CCCC[C@@H]1C)c1cccnc1O,"[0.417, 0.5993670710172601, 0.5576112421863567]",[0.283      0.22658152 0.38757914],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1C(=O)N1CCCC[C@@H]1C)c1cccnc1O,"[0.417, 0.5993670710172601, 0.5576112421863567]",[0.283      0.22658152 0.38757914],508.6140000000004
C[C@@H]1CCC[C@H]([CH]C(=O)C(Cc2cn[nH+]cn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.49727294380054116, 0.5907986134277585]",[0.283      0.12448739 0.42076652],478.5280000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(Cc2cn[nH+]cn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.49727294380054116, 0.5907986134277585]",[0.283      0.12448739 0.42076652],0
CC(C(=O)[CH][C@H]1CC([C@@H]2CC[NH2+]C[C@H]2N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4557415977285629, 0.5703838403866801]",[0.283      0.08295604 0.40035174],483.58800000000014
0:CC(C(=O)[CH][C@H]1CC([C@@H]2CC[NH2+]C[C@H]2N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4557415977285629, 0.5703838403866801]",[0.283      0.08295604 0.40035174],0
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(c2cccnc2O)S(=O)(=O)c2ccccc2)N1C(=O)c1cccc(F)c1N,"[0.417, 0.4340010013989623, 0.587485140897126]",[0.283      0.06121545 0.41745304],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(c2cccnc2O)S(=O)(=O)c2ccccc2)N1C(=O)c1cccc(F)c1N,"[0.417, 0.4340010013989623, 0.587485140897126]",[0.283      0.06121545 0.41745304],538.6210000000001
CS[C@@H]1CCC[C@@H]1C(=O)NC([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C(C)c1cccnc1O,"[0.417, 0.4097497897064535, 0.531520990941633]",[0.283      0.03696423 0.36148889],541.7130000000002
0:CS[C@@H]1CCC[C@@H]1C(=O)NC([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C(C)c1cccnc1O,"[0.417, 0.4097497897064535, 0.531520990941633]",[0.283      0.03696423 0.36148889],0
CC(C(=O)[CH][C@H]1CC([C@H]2[C@H](C)C[C@H]2S(=O)(=O)[O-])[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4083868650466685, 0.565662190669554]",[0.283      0.03560131 0.39563009],531.6060000000002
0:CC(C(=O)[CH][C@H]1CC([C@H]2[C@H](C)C[C@H]2S(=O)(=O)[O-])[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4083868650466685, 0.565662190669554]",[0.283      0.03560131 0.39563009],0
CC(C(=O)[CH][C@H]1CC(c2nnccc2C=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4034850690665738, 0.5867876042317481]",[0.283      0.03069951 0.41675551],462.4610000000002
0:CC(C(=O)[CH][C@H]1CC(c2nnccc2C=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.417, 0.4034850690665738, 0.5867876042317481]",[0.283      0.03069951 0.41675551],0
0:CNC(=O)c1ccccc1-c1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.417, 0.4033140633811027, 0.5050168437776454]",[0.283      0.03052851 0.33498475],0
CNC(=O)c1ccccc1-c1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.417, 0.4033140633811027, 0.5050168437776454]",[0.283      0.03052851 0.33498475],513.6180000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc([NH2+]Cc2ccnnc2)cnc1O,"[0.417, 0.3992670370776246, 0.5640044392571975]",[0.283      0.02648148 0.39397234],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc([NH2+]Cc2ccnnc2)cnc1O,"[0.417, 0.3992670370776246, 0.5640044392571975]",[0.283      0.02648148 0.39397234],506.5820000000003
0:CC(C)c1ccc(C(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)cn1,"[0.417, 0.3960872550311827, 0.5122145225449406]",[0.283      0.0233017  0.34218242],0
CC(C)c1ccc(C(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)cn1,"[0.417, 0.3960872550311827, 0.5122145225449406]",[0.283      0.0233017  0.34218242],518.6330000000003
CCc1ccccc1S(=O)(=O)C1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.3951028804631776, 0.5575100695606054]",[0.283      0.02231733 0.38747797],552.6480000000001
0:CCc1ccccc1S(=O)(=O)C1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.3951028804631776, 0.5575100695606054]",[0.283      0.02231733 0.38747797],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)Cc1ccc(Cl)cc1N,"[0.417, 0.38810365765492355, 0.5303604005488701]",[0.283     0.0153181 0.3603283],499.00600000000026
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)Cc1ccc(Cl)cc1N,"[0.417, 0.38810365765492355, 0.5303604005488701]",[0.283     0.0153181 0.3603283],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)([CH]NC(=O)c2cccs2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.36924895995247703, 0.5406657898412728]",[ 0.283      -0.0035366   0.37063369],536.6290000000001
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)([CH]NC(=O)c2cccs2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.36924895995247703, 0.5406657898412728]",[ 0.283      -0.0035366   0.37063369],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1OCC(C)(C)c1cccs1,"[0.417, 0.33013801830781225, 0.5663107760298028]",[ 0.283      -0.04264754  0.39627868],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1OCC(C)(C)c1cccs1,"[0.417, 0.33013801830781225, 0.5663107760298028]",[ 0.283      -0.04264754  0.39627868],536.6930000000003
0:CC[C@@H](CCC1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N)Oc1ccccc1,"[0.417, 0.3071759907911825, 0.5855811376287032]",[ 0.283      -0.06560956  0.41554904],0
CC[C@@H](CCC1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N)Oc1ccccc1,"[0.417, 0.3071759907911825, 0.5855811376287032]",[ 0.283      -0.06560956  0.41554904],532.6360000000003
CNNC(=O)C=C(C)C1(C)[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.20083771263873512, 0.5610379810665207]",[ 0.283      -0.17194784  0.39100588],468.5090000000002
0:CNNC(=O)C=C(C)C1(C)[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.417, 0.20083771263873512, 0.5610379810665207]",[ 0.283      -0.17194784  0.39100588],0
0:CC(C(=O)[CH][C@H]1CCC(N=C2CCCN2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.416, 0.5461228676520122, 0.5781012662431806]",[0.282      0.17333731 0.40806917],0
CC(C(=O)[CH][C@H]1CCC(N=C2CCCN2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.416, 0.5461228676520122, 0.5781012662431806]",[0.282      0.17333731 0.40806917],480.5640000000002
0:CNCC(=O)c1cc(F)c(N)c(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.416, 0.40089144512760133, 0.5599032983849059]",[0.282      0.02810589 0.3898712 ],0
CNCC(=O)c1cc(F)c(N)c(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.416, 0.40089144512760133, 0.5599032983849059]",[0.282      0.02810589 0.3898712 ],469.53700000000026
0:CC(c1cccnc1O)C([NH2+]CCNc1ccccc1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.416, 0.2612515215191664, 0.49012172410959065]",[ 0.282      -0.11153403  0.32008963],0
CC(c1cccnc1O)C([NH2+]CCNc1ccccc1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.416, 0.2612515215191664, 0.49012172410959065]",[ 0.282      -0.11153403  0.32008963],506.6460000000003
CC(=O)N(C)c1ccc(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c(O)n1,"[0.415, 0.62611382387665, 0.5551711533388552]",[0.281      0.25332827 0.38513906],469.53700000000015
0:CC(=O)N(C)c1ccc(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c(O)n1,"[0.415, 0.62611382387665, 0.5551711533388552]",[0.281      0.25332827 0.38513906],0
CC(C(=O)[CH][C@H]1C(CN2CCOC2C)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.582955792141251, 0.5527880947354138]",[0.281      0.21017024 0.382756  ],483.5640000000002
0:CC(C(=O)[CH][C@H]1C(CN2CCOC2C)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.582955792141251, 0.5527880947354138]",[0.281      0.21017024 0.382756  ],0
0:CC(C(=O)[CH][C@H]1C(N2CSC[C@H](C)C2=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.551333122548673, 0.5812102633789558]",[0.281      0.17854757 0.41117817],0
CC(C(=O)[CH][C@H]1C(N2CSC[C@H](C)C2=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.551333122548673, 0.5812102633789558]",[0.281      0.17854757 0.41117817],527.6420000000002
CC(C(=O)[CH][C@H]1CCC([NH+]2[CH]CCCC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.5510534712283954, 0.5707425933342527]",[0.281      0.17826792 0.4007105 ],481.59200000000016
0:CC(C(=O)[CH][C@H]1CCC([NH+]2[CH]CCCC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.5510534712283954, 0.5707425933342527]",[0.281      0.17826792 0.4007105 ],0
0:Cc1ccccc1NC1=NC(O)=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.415, 0.5180301510629145, 0.530641923049636]",[0.281      0.1452446  0.36060982],0
Cc1ccccc1NC1=NC(O)=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.415, 0.5180301510629145, 0.530641923049636]",[0.281      0.1452446  0.36060982],477.5600000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(C[C@H]2[CH]CNC2=O)C=CN=C1O,"[0.415, 0.5154223844400074, 0.5455672788644359]",[0.281      0.14263683 0.37553518],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(C[C@H]2[CH]CNC2=O)C=CN=C1O,"[0.415, 0.5154223844400074, 0.5455672788644359]",[0.281      0.14263683 0.37553518],482.55600000000027
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Oc1nccnn1,"[0.415, 0.5104857212397437, 0.5596814861763402]",[0.281      0.13770017 0.38964939],477.5200000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Oc1nccnn1,"[0.415, 0.5104857212397437, 0.5596814861763402]",[0.281      0.13770017 0.38964939],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)Oc1ccc(Br)cc1)c1cccnc1O,"[0.415, 0.5049110548617375, 0.5111740391519296]",[0.281      0.1321255  0.34114194],539.4500000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)Oc1ccc(Br)cc1)c1cccnc1O,"[0.415, 0.5049110548617375, 0.5111740391519296]",[0.281      0.1321255  0.34114194],0
CC(C(=O)[CH][C@H]1CC([N+][C@@H]2CCCC[NH+]2C)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.5048816834254511, 0.5729405571596491]",[0.281      0.13209613 0.40290846],496.6070000000002
0:CC(C(=O)[CH][C@H]1CC([N+][C@@H]2CCCC[NH+]2C)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.5048816834254511, 0.5729405571596491]",[0.281      0.13209613 0.40290846],0
0:CC(C(=O)[CH][C@H]1CC(N=Cc2ccccc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.3965420857625887, 0.5459230489804734]",[0.281      0.02375653 0.37589095],0
CC(C(=O)[CH][C@H]1CC(N=Cc2ccccc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.3965420857625887, 0.5459230489804734]",[0.281      0.02375653 0.37589095],477.4910000000002
0:CC(C(=O)[CH][C@H]1CCC([NH+]CCC=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.28914965839432666, 0.5430362919318197]",[ 0.281      -0.0836359   0.37300419],0
CC(C(=O)[CH][C@H]1CCC([NH+]CCC=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.28914965839432666, 0.5430362919318197]",[ 0.281      -0.0836359   0.37300419],469.53700000000015
CC(C(=O)[CH][C@H]1C(N[C@@H](C)CC(=O)NC(N)=S)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.22959815230768124, 0.5843050195558093]",[ 0.281      -0.1431874   0.41427292],557.6720000000003
0:CC(C(=O)[CH][C@H]1C(N[C@@H](C)CC(=O)NC(N)=S)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.415, 0.22959815230768124, 0.5843050195558093]",[ 0.281      -0.1431874   0.41427292],0
0:CNC(=S)NNC(=O)c1cc(F)c(N)c(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.415, 0.2156052488956236, 0.5450343442622166]",[ 0.281      -0.15718031  0.37500225],0
CNC(=S)NNC(=O)c1cc(F)c(N)c(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.415, 0.2156052488956236, 0.5450343442622166]",[ 0.281      -0.15718031  0.37500225],529.6180000000003
0:CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)N1CC[C@@H](C)[C@H](C)C1,"[0.414, 0.5353278080974637, 0.5334372796394808]",[0.28       0.16254225 0.36340518],0
CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)N1CC[C@@H](C)[C@H](C)C1,"[0.414, 0.5353278080974637, 0.5334372796394808]",[0.28       0.16254225 0.36340518],495.6630000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cc(-c2ccccc2)cc(F)c1N)c1cccnc1O,"[0.414, 0.4826479015142111, 0.5629520918927531]",[0.28       0.10986235 0.39291999],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cc(-c2ccccc2)cc(F)c1N)c1cccnc1O,"[0.414, 0.4826479015142111, 0.5629520918927531]",[0.28       0.10986235 0.39291999],474.55600000000015
CC[NH+](C)CCCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.414, 0.43742334470903127, 0.5536216638419831]",[0.28       0.06463779 0.38358957],498.64300000000026
0:CC[NH+](C)CCCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.414, 0.43742334470903127, 0.5536216638419831]",[0.28       0.06463779 0.38358957],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1C(=O)CC1(C)CCC1,"[0.414, 0.3864961145997119, 0.5548171598545585]",[0.28       0.01371056 0.38478506],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1C(=O)CC1(C)CCC1,"[0.414, 0.3864961145997119, 0.5548171598545585]",[0.28       0.01371056 0.38478506],492.6150000000004
0:CC(C(=O)[CH][C@@H]1N(C(=O)c2cccc(F)c2N)C1(C)[C@H]1COCCN1C=O)c1cccnc1O,"[0.414, 0.35777175277708884, 0.5724746051367176]",[ 0.28       -0.0150138   0.40244251],0
CC(C(=O)[CH][C@@H]1N(C(=O)c2cccc(F)c2N)C1(C)[C@H]1COCCN1C=O)c1cccnc1O,"[0.414, 0.35777175277708884, 0.5724746051367176]",[ 0.28       -0.0150138   0.40244251],469.4930000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC([C@H](Br)c2ccsc2)=C1O,"[0.414, 0.3224611575664416, 0.5451008552912135]",[ 0.28       -0.0503244   0.37506876],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC([C@H](Br)c2ccsc2)=C1O,"[0.414, 0.3224611575664416, 0.5451008552912135]",[ 0.28       -0.0503244   0.37506876],546.4820000000002
0:CCCCCC1CC1CN[C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.414, 0.26027259978401196, 0.5684274755483164]",[ 0.28       -0.11251296  0.39839538],0
CCCCCC1CC1CN[C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.414, 0.26027259978401196, 0.5684274755483164]",[ 0.28       -0.11251296  0.39839538],523.6730000000001
CC(C(=O)C(Nc1cccc(Cl)n1)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.414, 0.22754661797399808, 0.4503609844555553]",[ 0.28       -0.14523894  0.28032889],428.8510000000001
0:CC(C(=O)C(Nc1cccc(Cl)n1)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.414, 0.22754661797399808, 0.4503609844555553]",[ 0.28       -0.14523894  0.28032889],0
0:CC(C(=O)[CH][C@H]1CCC([C@@H]2CCCO2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.6236727599858806, 0.5701071064888019]",[0.279      0.2508872  0.40007501],0
CC(C(=O)[CH][C@H]1CCC([C@@H]2CCCO2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.6236727599858806, 0.5701071064888019]",[0.279      0.2508872  0.40007501],468.54900000000015
0:CC(Nc1ccc(F)c(Cl)c1)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.413, 0.618787784254502, 0.4910956586511619]",[0.279      0.24600223 0.32106356],0
CC(Nc1ccc(F)c(Cl)c1)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.413, 0.618787784254502, 0.4910956586511619]",[0.279      0.24600223 0.32106356],448.92100000000016
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1ccc(N)c(=O)nc1O,"[0.413, 0.6054344649047549, 0.5702706419908853]",[0.279      0.23264891 0.40023854],441.48300000000023
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1ccc(N)c(=O)nc1O,"[0.413, 0.6054344649047549, 0.5702706419908853]",[0.279      0.23264891 0.40023854],0
0:C[CH][NH+]C1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.413, 0.5702076280557158, 0.5564894487307802]",[0.279      0.19742207 0.38645735],0
C[CH][NH+]C1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.413, 0.5702076280557158, 0.5564894487307802]",[0.279      0.19742207 0.38645735],440.5190000000002
0:CC(C(=O)[CH][C@H]1C(c2ccccc2)C(=O)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.5064748701776751, 0.5688216744101325]",[0.279      0.13368932 0.39878958],0
CC(C(=O)[CH][C@H]1C(c2ccccc2)C(=O)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.5064748701776751, 0.5688216744101325]",[0.279      0.13368932 0.39878958],488.5390000000002
[CH][NH+]([C@@H]1CCCC1C)C(C)(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.49841179170016225, 0.5534346389449268]",[0.279      0.12562624 0.38340254],508.6380000000002
0:[CH][NH+]([C@@H]1CCCC1C)C(C)(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.413, 0.49841179170016225, 0.5534346389449268]",[0.279      0.12562624 0.38340254],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1ccc(Cc2ccncn2)c(F)c1N)c1cccnc1O,"[0.413, 0.4824519708801272, 0.5743441518140155]",[0.279      0.10966642 0.40431205],490.5590000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1ccc(Cc2ccncn2)c(F)c1N)c1cccnc1O,"[0.413, 0.4824519708801272, 0.5743441518140155]",[0.279      0.10966642 0.40431205],0
Cc1ccc(OCc2ncccc2C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)o1,"[0.413, 0.4317559189847964, 0.558871480219816]",[0.279      0.05897036 0.38883938],492.57100000000037
0:Cc1ccc(OCc2ncccc2C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)o1,"[0.413, 0.4317559189847964, 0.558871480219816]",[0.279      0.05897036 0.38883938],0
